Customerid,Gender,Age,SeniorCitizen,Married,NumberOfDependents,Country,State,City,Latitude,Longitude,NumberOfReferrals,TenureInMonths,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGbDownload,Contract,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,ChurnLabel,ChurnScore,Cltv,ChurnCategory
5160-UXJED,Male,27,No,No,0,United States,California,San Diego,32.72523,-117.171346,0,17,13.02,No,Yes,Cable,73,One Year,Credit Card,44.6,681.4,0,0,221.34,902.74,4,No,67,2130,
8984-EYLLL,Male,29,No,Yes,0,United States,California,San Diego,32.741852,-117.243453,5,64,40.18,Yes,Yes,Fiber Optic,30,Two Year,Bank Withdrawal,105.25,6823.4,23.67,0,2571.52,9371.25,4,No,72,5682,
9833-TGFHX,Male,62,No,Yes,0,United States,California,San Diego,32.787836,-117.232376,1,42,13.23,Yes,Yes,Fiber Optic,23,One Year,Bank Withdrawal,97.1,4016.75,46.56,150,555.66,4675.85,3,No,71,2170,
9294-TDIPC,Male,59,No,No,1,United States,California,San Diego,32.76501,-117.19938,0,5,12.22,No,No,None,0,Month-to-Month,Credit Card,20.2,83.75,0,0,61.1,144.85,5,No,58,5169,
5229-DTFYB,Female,64,No,No,0,United States,California,San Diego,32.805518,-117.169052,0,41,10.26,No,Yes,Fiber Optic,2,Two Year,Bank Withdrawal,98.8,3959.15,27.09,0,420.66,4352.72,4,No,69,5584,
0104-PPXDV,Male,61,No,Yes,0,United States,California,San Diego,32.697098,-117.116587,10,58,18.37,No,Yes,DSL,18,One Year,Credit Card,50.3,2878.55,10.23,0,1065.46,3933.78,5,No,30,5232,
5176-LMJXE,Female,34,No,No,0,United States,California,San Diego,32.707892,-117.05512,0,47,44.69,No,No,None,0,Two Year,Credit Card,20.55,945.7,0,0,2100.43,3046.13,4,No,53,5404,
3583-KRKMD,Male,51,No,No,0,United States,California,San Diego,32.762506,-117.07245,0,18,26.84,No,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,75.9,1373.05,15.57,0,483.12,1840.6,4,No,62,4668,
9069-LGEUL,Male,25,No,Yes,0,United States,California,San Diego,32.825086,-117.199424,5,23,3.67,No,Yes,DSL,69,Month-to-Month,Bank Withdrawal,59.95,1406,26.55,140,84.41,1603.86,4,No,42,5379,
7302-ZHMHP,Female,35,No,No,0,United States,California,Coronado,32.68674,-117.186612,0,1,22.37,No,No,None,0,Month-to-Month,Credit Card,19.15,19.15,0,0,22.37,41.52,5,No,51,2577,
9571-EDEBV,Male,60,No,Yes,0,United States,California,San Diego,32.802959,-117.027095,8,71,34.72,Yes,Yes,Fiber Optic,10,One Year,Credit Card,98.65,6962.85,0,0,2465.12,9427.97,5,No,28,5101,
3520-FJGCV,Male,47,No,Yes,1,United States,California,San Diego,32.807867,-117.060993,2,72,17.3,Yes,Yes,Fiber Optic,14,Two Year,Credit Card,112.6,8126.65,0,0,1245.6,9372.25,3,No,70,6486,
6563-VRERX,Male,63,No,Yes,0,United States,California,San Diego,32.898613,-117.202937,2,33,34.22,No,No,None,0,One Year,Credit Card,20.6,690.25,0,0,1129.26,1819.51,5,No,52,5212,
6122-EFVKN,Male,44,No,No,0,United States,California,San Diego,32.808814,-117.134694,0,24,0,No,Yes,Cable,20,Two Year,Credit Card,35.75,830.8,0,0,0,830.8,3,No,64,5531,
2805-EDJPQ,Female,45,No,Yes,0,United States,California,San Diego,32.827238,-117.089287,9,56,20.53,Yes,Yes,Fiber Optic,19,One Year,Credit Card,99.75,5608.4,0,0,1149.68,6758.08,4,No,68,5926,
6862-CQUMB,Male,28,No,No,0,United States,California,San Diego,32.886925,-117.152162,0,37,21.84,No,Yes,Fiber Optic,41,Month-to-Month,Credit Card,96.1,3646.8,0,0,808.08,4454.88,4,No,75,2640,
7156-MXBJE,Female,29,No,No,0,United States,California,San Diego,33.017518,-117.118456,0,43,2.49,Yes,Yes,DSL,53,One Year,Credit Card,85.1,3662.25,0,30,107.07,3799.32,3,No,5,2319,
6158-HDPXZ,Male,31,No,No,0,United States,California,San Diego,33.000269,-117.072093,0,1,0,No,Yes,DSL,13,Month-to-Month,Credit Card,25.35,25.35,0,0,0,25.35,4,No,51,4193,
2863-IMQDR,Female,52,No,No,0,United States,California,San Diego,32.957195,-117.202542,0,61,23.45,Yes,Yes,DSL,8,Two Year,Bank Withdrawal,89.65,5308.7,0,0,1430.45,6739.15,3,No,48,6149,
5686-CMAWK,Male,41,No,No,0,United States,California,San Diego,32.89325,-117.087091,0,17,49.71,Yes,Yes,Fiber Optic,4,One Year,Bank Withdrawal,86.75,1410.25,0,0,845.07,2255.32,5,No,29,5863,
5651-CRHKQ,Female,53,No,Yes,0,United States,California,San Diego,32.677716,-117.047666,3,41,13.23,No,Yes,Fiber Optic,16,One Year,Bank Withdrawal,86.2,3339.05,0,0,542.43,3881.48,3,No,62,5325,
6583-SZVGP,Male,59,No,No,0,United States,California,Indio,33.752938,-116.230055,0,48,9.91,Yes,Yes,Fiber Optic,4,Two Year,Bank Withdrawal,108.1,5067.45,0,0,475.68,5543.13,4,No,76,5994,
1708-PBBOA,Female,51,No,No,0,United States,California,Banning,33.936298,-116.849577,0,42,0,No,Yes,DSL,13,One Year,Bank Withdrawal,54.75,2348.45,0,80,0,2428.45,3,No,62,3179,
8782-LKFPK,Male,50,No,No,0,United States,California,Beaumont,33.946982,-116.977672,0,44,44.92,Yes,Yes,Fiber Optic,16,Month-to-Month,Credit Card,90.4,4063,0,0,1976.48,6039.48,4,No,63,4751,
5522-JBWMO,Male,62,No,No,2,United States,California,Blythe,33.674583,-114.71612,0,1,15.66,No,Yes,DSL,29,Month-to-Month,Bank Withdrawal,44,44,0,0,15.66,59.66,5,No,29,4020,
3597-MVHJT,Female,49,No,No,0,United States,California,Brawley,33.03933,-115.191857,0,27,35.17,Yes,Yes,Fiber Optic,24,Month-to-Month,Bank Withdrawal,95.6,2595.25,0,0,949.59,3544.84,4,No,21,2026,
9967-ATRFS,Female,47,No,No,0,United States,California,Calipatria,33.143826,-115.497485,0,19,32.03,No,No,None,0,Month-to-Month,Credit Card,19.9,367.55,0,0,608.57,976.12,5,No,21,3245,
2977-CEBSX,Female,61,No,No,0,United States,California,Coachella,33.680031,-116.171678,0,66,13.28,Yes,Yes,DSL,24,Two Year,Credit Card,90.05,5965.95,0,0,876.48,6842.43,4,No,74,5813,
5876-QMYLD,Female,44,No,Yes,0,United States,California,Earp,34.137742,-114.36514,10,23,17.82,No,No,None,0,One Year,Credit Card,20.05,415.1,0,0,409.86,824.96,4,No,9,3742,
2277-AXSDC,Female,46,No,No,0,United States,California,El Centro,32.770393,-115.60915,0,32,43.8,No,No,None,0,One Year,Bank Withdrawal,19.75,624.15,0,0,1401.6,2025.75,4,No,46,4691,
9442-JTWDL,Female,52,No,No,0,United States,California,Heber,32.730583,-115.501083,0,11,26.85,No,No,None,0,One Year,Credit Card,20.05,237.7,0,0,295.35,533.05,4,No,48,5355,
3067-SVMTC,Female,49,No,Yes,0,United States,California,Imperial,32.858595,-115.662709,9,68,44.79,No,Yes,Cable,14,One Year,Bank Withdrawal,55.9,3848.8,0,20,3045.72,6914.52,3,No,77,5160,
5495-GPSRW,Male,62,No,No,0,United States,California,Joshua Tree,34.167236,-116.281511,0,20,27.11,No,No,None,0,Two Year,Credit Card,19.7,419.4,0,0,542.2,961.6,5,No,56,2120,
7606-BPHHN,Male,39,No,No,0,United States,California,La Quinta,33.695532,-116.310571,0,72,30.44,No,No,None,0,Two Year,Credit Card,19.8,1468.75,0,0,2191.68,3660.43,3,No,9,5368,
4742-DRORA,Male,59,No,Yes,0,United States,California,Mecca,33.543835,-115.993906,5,60,5.43,Yes,Yes,Fiber Optic,29,One Year,Bank Withdrawal,95.4,5812,0,0,325.8,6137.8,4,No,46,4149,
4163-NCJAK,Female,55,No,Yes,0,United States,California,Palm Desert,33.694501,-116.412711,9,46,35.46,Yes,No,None,0,One Year,Bank Withdrawal,24.45,1066.15,0,0,1631.16,2697.31,4,No,76,2438,
5233-AOZUF,Female,62,No,Yes,0,United States,California,Palm Springs,33.839989,-116.659215,3,29,5.39,Yes,Yes,Fiber Optic,17,Month-to-Month,Bank Withdrawal,74.95,2149.05,0,0,156.31,2305.36,5,No,80,3483,
5973-EJGDP,Male,21,No,No,0,United States,California,Palm Springs,33.745746,-116.514215,0,51,1.51,Yes,Yes,Fiber Optic,52,Month-to-Month,Bank Withdrawal,87.35,4473,0,0,77.01,4550.01,5,No,28,4899,
7916-VCCPB,Female,58,No,Yes,1,United States,California,Parker Dam,34.273872,-114.192901,6,16,40.03,No,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,73.25,1195.75,0,0,640.48,1836.23,3,No,22,3624,
4686-GEFRM,Male,23,No,Yes,0,United States,California,Pioneertown,34.201108,-116.593456,5,70,45.24,Yes,Yes,Fiber Optic,42,Two Year,Bank Withdrawal,98.7,6858.9,0,0,3166.8,10025.7,3,No,57,5582,
5249-QYHEX,Female,27,No,Yes,2,United States,California,Rancho Mirage,33.763678,-116.429928,2,40,33.44,Yes,No,None,0,Two Year,Credit Card,24.8,1024.7,0,0,1337.6,2362.3,5,No,72,3021,
2233-FAGXV,Female,41,No,Yes,3,United States,California,Salton City,33.28156,-115.955541,6,5,6.7,Yes,No,None,0,Month-to-Month,Credit Card,24.3,132.25,0,0,33.5,165.75,5,No,20,3181,
5605-IYGFG,Female,61,No,No,0,United States,California,Thousand Palms,33.849263,-116.382778,0,7,27.46,No,Yes,Fiber Optic,4,Month-to-Month,Bank Withdrawal,69.85,515.45,0,0,192.22,707.67,3,No,51,5501,
7663-ZTEGJ,Male,46,No,No,0,United States,California,Escondido,33.141265,-116.967221,0,29,49.92,Yes,Yes,Fiber Optic,23,One Year,Credit Card,100.55,2830.45,0,100,1447.68,4378.13,5,No,77,3055,
3935-TBRZZ,Male,54,No,Yes,0,United States,California,Twentynine Palms,34.457829,-116.139589,10,44,15.33,Yes,No,None,0,One Year,Credit Card,25.7,1110.5,0,0,674.52,1785.02,3,No,80,3037,
8111-BKVDS,Female,31,No,No,0,United States,California,Escondido,33.141265,-116.967221,0,10,0,No,Yes,DSL,24,Month-to-Month,Bank Withdrawal,40.7,449.3,0,0,0,449.3,5,No,26,2164,
8734-DKSTZ,Female,20,No,Yes,2,United States,California,Winterhaven,32.852947,-114.850784,0,10,6.5,Yes,Yes,Fiber Optic,76,Month-to-Month,Bank Withdrawal,85.95,858.6,0,0,65,923.6,3,No,20,4922,
4360-PNRQB,Male,27,No,No,0,United States,California,Yucca Valley,34.159534,-116.425984,0,18,15.18,Yes,Yes,Fiber Optic,42,Month-to-Month,Bank Withdrawal,75.6,1395.05,0,0,273.24,1668.29,5,No,78,4030,
6152-ONASV,Female,49,No,Yes,0,United States,California,Landers,34.341737,-116.539416,4,68,41.46,Yes,Yes,DSL,30,One Year,Bank Withdrawal,58.25,3975.7,0,140,2819.28,6934.98,3,No,74,4620,
7781-HVGMK,Female,56,No,Yes,0,United States,California,Amboy,34.559882,-115.637164,5,72,0,No,Yes,DSL,30,Two Year,Credit Card,65.2,4784.45,0,0,0,4784.45,3,No,27,5092,
2181-UAESM,Male,30,No,No,0,United States,California,Angelus Oaks,34.1678,-116.86433,0,2,12.59,No,Yes,Cable,76,Month-to-Month,Bank Withdrawal,53.45,119.5,0,0,25.18,144.68,4,No,25,3477,
6048-NJXHX,Male,21,No,Yes,0,United States,California,Apple Valley,34.424926,-117.184503,1,41,35.46,No,No,None,0,Two Year,Bank Withdrawal,19.75,899.45,0,0,1453.86,2353.31,4,No,53,2011,
2320-SLKMB,Female,46,No,No,0,United States,California,Baker,35.28952,-116.092214,0,26,0,No,Yes,Cable,29,Month-to-Month,Credit Card,44.45,1183.8,0,0,0,1183.8,4,No,26,3080,
4980-URKXC,Male,26,No,Yes,0,United States,California,Fort Irwin,35.349241,-116.770281,1,36,12.61,No,No,None,0,One Year,Bank Withdrawal,20.85,720.05,0,0,453.96,1174.01,4,No,78,5744,
4376-KFVRS,Male,52,No,Yes,0,United States,California,Barstow,34.965648,-117.001509,5,72,30.75,Yes,Yes,Fiber Optic,3,Two Year,Credit Card,114.05,8468.2,0,0,2214,10682.2,3,No,39,4842,
5886-VLQVU,Male,30,No,Yes,0,United States,California,Grand Terrace,34.029175,-117.307211,0,35,24.83,Yes,Yes,Fiber Optic,51,Month-to-Month,Bank Withdrawal,89.85,3161.2,0,20,869.05,4050.25,3,No,78,4945,
3577-AMVUX,Male,59,No,No,0,United States,California,Big Bear City,34.278967,-116.773825,0,1,14.65,No,Yes,Cable,15,Month-to-Month,Credit Card,55.05,55.05,0,0,14.65,69.7,4,No,32,2962,
0771-WLCLA,Female,49,No,Yes,1,United States,California,Big Bear Lake,34.242058,-116.89802,8,16,46.45,Yes,Yes,Fiber Optic,12,Month-to-Month,Bank Withdrawal,112.95,1882.55,0,0,743.2,2625.75,3,No,70,2683,
0206-TBWLC,Female,63,No,Yes,0,United States,California,Calimesa,33.982787,-117.057627,7,54,11.4,Yes,Yes,Fiber Optic,26,One Year,Credit Card,114.65,6049.5,0,0,615.6,6665.1,4,No,67,4488,
2937-FTHUR,Female,45,No,No,3,United States,California,Cedar Glen,34.255203,-117.175654,0,18,42.45,Yes,Yes,DSL,28,Month-to-Month,Bank Withdrawal,64.8,1166.7,0,0,764.1,1930.8,4,No,37,2466,
1910-FMXJM,Female,59,No,Yes,0,United States,California,Colton,34.030915,-117.273201,8,36,49.33,No,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,80.4,2937.65,0,0,1775.88,4713.53,3,No,35,5544,
0732-OCQOC,Female,30,No,Yes,0,United States,California,Death Valley,36.27688,-117.033326,10,52,5.32,Yes,No,None,0,Two Year,Bank Withdrawal,25.05,1270.25,0,0,276.64,1546.89,4,No,42,5674,
5168-MSWXT,Male,26,No,Yes,3,United States,California,Essex,34.9436,-115.287901,4,8,22.14,No,Yes,Fiber Optic,82,Month-to-Month,Bank Withdrawal,94.75,759.55,0,0,177.12,936.67,5,No,44,5505,
1090-ESELR,Male,47,No,Yes,0,United States,California,Fawnskin,34.274846,-116.937581,8,72,27.25,No,Yes,Fiber Optic,19,Two Year,Bank Withdrawal,105.5,7611.55,0,0,1962,9573.55,3,No,25,5534,
8592-PLTMQ,Female,53,No,No,0,United States,California,Fontana,34.087558,-117.464096,0,64,4.03,Yes,No,None,0,One Year,Mailed Check,24.7,1642.75,0,0,257.92,1900.67,5,No,32,5655,
8847-GEOOQ,Male,34,No,Yes,0,United States,California,Fontana,34.049671,-117.468896,10,60,0,No,Yes,DSL,2,Month-to-Month,Bank Withdrawal,60.2,3582.4,0,0,0,3582.4,5,No,76,5359,
4785-FCIFB,Female,20,No,Yes,0,United States,California,Forest Falls,34.067699,-116.903891,10,61,20.09,Yes,No,None,0,Two Year,Mailed Check,24.4,1417.9,0,0,1225.49,2643.39,5,No,23,4900,
8313-NDOIA,Female,48,No,No,0,United States,California,Green Valley Lake,34.244411,-117.072654,0,24,38.79,Yes,Yes,Fiber Optic,4,Month-to-Month,Bank Withdrawal,104.15,2494.65,0,40,930.96,3465.61,5,No,61,5813,
5149-CUZUJ,Male,35,No,Yes,0,United States,California,Helendale,34.757783,-117.33997,1,28,27.34,No,Yes,Fiber Optic,16,One Year,Bank Withdrawal,92.9,2768.35,0,0,765.52,3533.87,3,No,51,2037,
0942-KOWSM,Female,24,No,Yes,0,United States,California,Hesperia,34.361387,-117.337509,4,30,15.94,No,Yes,DSL,53,Two Year,Bank Withdrawal,80.8,2369.3,0,0,478.2,2847.5,5,No,46,4274,
4237-CLSMM,Male,45,No,Yes,0,United States,California,Highland,34.129677,-117.154277,10,2,34.38,No,No,None,0,Month-to-Month,Mailed Check,20,38,0,0,68.76,106.76,4,No,77,4823,
1452-VOQCH,Male,61,No,No,0,United States,California,Hinkley,34.983808,-117.239306,0,1,4.53,Yes,Yes,Fiber Optic,28,Month-to-Month,Bank Withdrawal,75.1,75.1,0,0,4.53,79.63,3,No,28,4120,
4719-UMSIY,Male,52,No,No,2,United States,California,Lake Arrowhead,34.2565,-117.19335,0,6,15.5,No,No,None,0,Month-to-Month,Mailed Check,19.65,100.9,0,0,93,193.9,5,No,34,2231,
6614-VBEGU,Female,23,No,Yes,0,United States,California,Loma Linda,34.049315,-117.255974,8,24,44.06,No,Yes,DSL,59,Month-to-Month,Bank Withdrawal,69.45,1614.05,0,0,1057.44,2671.49,5,No,35,4208,
2996-XAUVF,Male,25,No,No,0,United States,California,Needles,34.711224,-114.702256,0,70,0,No,Yes,DSL,59,Two Year,Mailed Check,40.05,2799.75,0,0,0,2799.75,5,No,57,5055,
5968-XQIVE,Male,32,No,Yes,0,United States,California,Temecula,33.507255,-117.029473,2,72,11.57,Yes,Yes,Fiber Optic,18,One Year,Bank Withdrawal,89.7,6588.95,0,0,833.04,7421.99,3,No,76,6016,
8896-RAZCR,Female,42,No,No,0,United States,California,Oro Grande,34.647959,-117.296957,0,44,13.45,No,No,None,0,Two Year,Mailed Check,19.9,868.1,0,0,591.8,1459.9,5,No,63,2809,
1304-BCCFO,Male,24,No,Yes,0,United States,California,Redlands,34.064073,-117.166158,2,9,14.91,No,Yes,Cable,82,Month-to-Month,Mailed Check,70.05,564.4,0,0,134.19,698.59,3,No,69,4900,
4104-PVRPS,Male,56,No,Yes,0,United States,California,Rialto,34.109775,-117.378904,7,24,1.02,No,Yes,Cable,3,Month-to-Month,Mailed Check,53.6,1315.35,0,120,24.48,1459.83,3,No,47,2977,
4431-EDMIQ,Female,47,No,Yes,3,United States,California,Sugarloaf,34.243088,-116.830015,8,7,16.22,No,Yes,DSL,53,Month-to-Month,Bank Withdrawal,75.7,554.05,0,0,113.54,667.59,3,No,37,2950,
0486-LGCCH,Male,48,No,Yes,2,United States,California,Victorville,34.567058,-117.362329,2,11,40.76,No,No,None,0,Two Year,Credit Card,19.65,225.75,0,0,448.36,674.11,3,No,33,3372,
5168-MQQCA,Female,50,No,Yes,0,United States,California,Yucaipa,34.04597,-117.011825,2,72,38.44,Yes,Yes,Fiber Optic,16,One Year,Bank Withdrawal,108.5,8003.8,0,0,2767.68,10771.48,4,No,56,6288,
7971-HLVXI,Male,62,No,Yes,2,United States,California,San Bernardino,34.183286,-117.221722,4,72,44,Yes,Yes,Fiber Optic,20,Two Year,Credit Card,84.5,6130.85,0,0,3168,9298.85,5,No,50,6202,
9094-AZPHK,Female,64,No,No,0,United States,California,San Bernardino,34.142747,-117.300864,0,15,32.07,Yes,Yes,Fiber Optic,28,Month-to-Month,Bank Withdrawal,100.15,1415,0,0,481.05,1896.05,3,No,65,2565,
3649-JPUGY,Male,26,No,No,0,United States,California,San Bernardino,34.250069,-117.393949,0,72,44.46,Yes,Yes,DSL,48,Two Year,Bank Withdrawal,88.6,6201.95,0,0,3201.12,9403.07,3,No,52,5842,
4472-LVYGI,Female,43,No,Yes,0,United States,California,San Bernardino,34.084909,-117.258107,2,10,0,No,Yes,Cable,20,Two Year,Bank Withdrawal,52.55,525.5,0,0,0,525.5,3,No,36,2578,
3552-CTCYF,Male,42,No,Yes,3,United States,California,San Bernardino,34.122501,-117.320138,4,63,40.73,Yes,Yes,Fiber Optic,76,Two Year,Bank Withdrawal,104.8,6597.25,0,0,2565.99,9163.24,5,No,20,4046,
6778-YSNIH,Female,63,No,No,0,United States,California,Riverside,33.994676,-117.372498,0,2,27.02,No,Yes,Cable,26,Month-to-Month,Bank Withdrawal,59,114.15,0,0,54.04,168.19,5,No,33,5810,
6579-JPICP,Male,31,No,No,0,United States,California,Riverside,33.920907,-117.489426,0,1,17.81,No,No,None,0,Month-to-Month,Mailed Check,20.4,20.4,0,0,17.81,38.21,5,No,46,2968,
4134-BSXLX,Male,32,No,Yes,0,United States,California,Riverside,33.976328,-117.319786,7,28,28.86,No,Yes,Cable,24,Month-to-Month,Mailed Check,60.9,1785.65,0,0,808.08,2593.73,3,No,76,3851,
0505-SPOOW,Female,41,No,Yes,0,United States,California,Riverside,33.885499,-117.324959,7,70,11.71,No,No,None,0,Two Year,Bank Withdrawal,19.8,1397.65,0,0,819.7,2217.35,4,No,30,4500,
4374-YMUSQ,Male,64,No,No,0,United States,California,Lake Elsinore,33.655421,-117.391751,0,34,22.41,Yes,Yes,Fiber Optic,13,One Year,Credit Card,116.25,3899.05,0,0,761.94,4660.99,3,No,22,4022,
3957-HHLMR,Female,50,No,Yes,0,United States,California,Aguanga,33.482243,-116.827173,1,70,29.72,Yes,Yes,DSL,12,One Year,Bank Withdrawal,65.2,4543.15,0,0,2080.4,6623.55,3,No,20,6316,
7803-XOCCZ,Female,54,No,Yes,2,United States,California,Anza,33.527605,-116.666551,1,52,31.96,No,Yes,Fiber Optic,26,Month-to-Month,Bank Withdrawal,84.05,4326.8,0,0,1661.92,5988.72,3,No,48,6099,
5736-YEJAX,Male,23,No,No,0,United States,California,Hemet,33.739415,-116.968339,0,69,26.45,Yes,Yes,DSL,46,Two Year,Credit Card,79.45,5502.55,0,80,1825.05,7407.6,4,No,28,5189,
8981-FJGLA,Male,63,No,No,2,United States,California,Hemet,33.734933,-117.044145,0,11,47.12,Yes,Yes,Fiber Optic,23,Month-to-Month,Mailed Check,78,851.8,0,0,518.32,1370.12,5,No,23,4886,
1135-LMECX,Female,47,No,No,0,United States,California,Moreno Valley,33.88274,-117.224878,0,1,16.47,No,No,None,0,Month-to-Month,Credit Card,19.85,19.85,0,0,16.47,36.32,5,No,51,4905,
8535-SFUTN,Male,21,No,No,0,United States,California,Moreno Valley,33.907361,-117.109972,0,61,36.05,Yes,Yes,Fiber Optic,73,Month-to-Month,Bank Withdrawal,106.45,6300.15,0,0,2199.05,8499.2,3,No,65,4842,
8677-HDZEE,Female,42,No,No,0,United States,California,Mountain Center,33.638645,-116.55783,0,56,2.5,Yes,Yes,Fiber Optic,3,Month-to-Month,Bank Withdrawal,105.45,5916.95,0,0,140,6056.95,3,No,55,4212,
2475-MROZF,Male,36,No,No,0,United States,California,Murrieta,33.548869,-117.334165,0,30,2.87,Yes,Yes,Fiber Optic,29,Month-to-Month,Credit Card,95,2852.4,0,0,86.1,2938.5,3,No,64,3597,
3482-ABPKK,Female,19,No,No,0,United States,California,Nuevo,33.82769,-117.102244,0,28,28.42,No,Yes,DSL,48,One Year,Credit Card,54.3,1546.3,0,150,795.76,2492.06,3,No,30,5271,
7531-GQHME,Male,34,No,No,0,United States,California,San Jacinto,33.806708,-117.02007,0,12,38.96,No,No,None,0,Month-to-Month,Credit Card,20.05,265.45,0,0,467.52,732.97,4,No,56,4996,
5174-ITUMV,Male,37,No,Yes,2,United States,California,San Jacinto,33.796568,-116.924723,0,67,38.98,Yes,Yes,Fiber Optic,16,One Year,Bank Withdrawal,105.4,6989.45,0,0,2611.66,9601.11,5,No,45,5666,
0913-XWSCN,Male,29,No,Yes,2,United States,California,Sun City,33.739412,-117.173334,1,55,41.89,Yes,Yes,Fiber Optic,52,Month-to-Month,Bank Withdrawal,85.5,4713.4,0,0,2303.95,7017.35,4,No,20,6411,
0750-EBAIU,Male,43,No,No,0,United States,California,Temecula,33.475493,-117.219551,0,52,31.31,No,Yes,Fiber Optic,12,One Year,Bank Withdrawal,91.25,4738.3,0,0,1628.12,6366.42,3,No,29,4770,
3571-DPYUH,Male,30,No,Yes,3,United States,California,Temecula,33.507255,-117.029473,1,58,43.75,Yes,Yes,Fiber Optic,69,One Year,Credit Card,94.7,5430.35,0,0,2537.5,7967.85,4,No,49,5653,
7601-GNDYK,Male,52,No,Yes,3,United States,California,Wildomar,33.617108,-117.253349,1,35,20.85,No,No,None,0,Two Year,Credit Card,19.6,686.95,0,0,729.75,1416.7,4,No,20,3764,
8067-NIOYM,Female,51,No,Yes,3,United States,California,Irvine,33.720359,-117.733655,9,24,20.6,No,No,None,0,Two Year,Credit Card,21.1,490.65,0,0,494.4,985.05,5,No,46,4368,
1403-GYAFU,Male,47,No,Yes,2,United States,California,Irvine,33.688546,-117.788091,5,70,48.57,No,No,None,0,Two Year,Credit Card,20.05,1360.25,0,0,3399.9,4760.15,3,No,64,4485,
4234-XTNEA,Male,25,No,No,0,United States,California,Irvine,33.703976,-117.824172,0,2,37.7,No,Yes,Fiber Optic,73,Month-to-Month,Bank Withdrawal,79.95,174.45,0,0,75.4,249.85,5,No,44,5213,
5348-CAGXB,Male,60,No,No,0,United States,California,Irvine,33.680302,-117.833296,0,12,33.36,Yes,Yes,Fiber Optic,22,Month-to-Month,Bank Withdrawal,89.55,1021.75,0,0,400.32,1422.07,4,No,79,2325,
0621-HJWXJ,Female,54,No,Yes,0,United States,California,Irvine,33.667145,-117.732135,1,63,21.15,Yes,Yes,Fiber Optic,24,Month-to-Month,Bank Withdrawal,81.55,5029.05,0,0,1332.45,6361.5,4,No,41,4980,
5844-QVTAT,Female,24,No,Yes,0,United States,California,Irvine,33.716136,-117.752574,8,33,8.79,No,Yes,Cable,27,One Year,Credit Card,58.45,1955.4,0,0,290.07,2245.47,4,No,21,4276,
8905-IAZPF,Female,32,No,Yes,0,United States,California,Capistrano Beach,33.458754,-117.665104,4,69,46.87,No,Yes,Fiber Optic,11,One Year,Credit Card,95.65,6744.2,0,0,3234.03,9978.23,3,No,45,5251,
5394-MEITZ,Female,26,No,Yes,0,United States,California,Corona Del Mar,33.600987,-117.862734,5,60,14,No,Yes,Cable,42,Two Year,Bank Withdrawal,80.6,4946.7,0,0,840,5786.7,5,No,52,5667,
6859-QNXIQ,Female,43,No,Yes,5,United States,California,Costa Mesa,33.678591,-117.905471,10,72,26.32,Yes,Yes,Fiber Optic,53,Two Year,Bank Withdrawal,113.1,8248.5,0,0,1895.04,10143.54,3,No,23,5308,
2782-LFZVW,Female,52,No,No,0,United States,California,Costa Mesa,33.645672,-117.922613,0,11,24.57,Yes,Yes,Cable,10,Month-to-Month,Credit Card,58.95,601.6,0,70,270.27,941.87,4,No,21,3880,
2866-IKBTM,Female,57,No,No,0,United States,California,Dana Point,33.477923,-117.705314,0,1,40.63,No,No,None,0,Month-to-Month,Credit Card,19.55,19.55,0,0,40.63,60.18,4,No,80,3968,
